file	beg	end	text
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	0.6399999999999997	1.12	Come
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	1.12	1.36	from
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	1.36	1.52	the
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	1.52	1.78	middle
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	1.78	2.0	and
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	2.0	2.18	go
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	2.18	2.64	home,
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	2.96	3.7	performing
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	3.7	4.14	woman
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	4.14	4.36	in
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	4.36	4.5	a
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	4.5	5.14	calabash,
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	5.26	5.7	haste
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	5.7	5.82	to
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	5.82	6.28	display,
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	6.44	6.5	and
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	6.5	6.74	all
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	6.74	7.36	plumb,
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	7.6	8.48	passing
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	8.48	8.72	along
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	8.72	8.88	the
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	8.88	9.08	way
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	9.08	9.22	of
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	9.22	9.7	seamless
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	9.7	10.32	parlors,
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	10.5	10.98	pastures,
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	11.18	11.42	plates
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	11.42	11.68	in
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	11.68	12.04	flight.
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	12.04	13.1	Today
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	13.1	13.62	becomes
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	13.62	13.82	the
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	13.82	14.06	day
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	14.06	14.38	his
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	14.38	15.0	goldfish
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	15.0	15.4	thinking
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	15.4	16.14	stands,
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	16.68	17.34	among
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	17.34	17.82	which
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	17.82	18.58	dial
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	18.58	18.84	the
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	18.84	19.2	last
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	19.2	19.38	of
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	19.38	19.48	the
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	19.48	19.92	food,
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	20.36	20.94	fuel
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	20.94	21.26	or
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	21.26	21.46	its
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	21.46	21.82	night,
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	21.94	22.26	which,
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	22.76	23.2	thanks
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	23.2	23.4	for
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	23.4	23.54	the
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	23.54	23.88	money
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	23.88	24.68	in
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	24.68	24.78	the
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	24.78	25.24	park,
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	25.44	25.82	the
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	25.82	26.24	rose
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	26.24	26.72	stood
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	26.72	26.96	to
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	26.96	27.42	land,
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	27.94	28.28	found
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	28.28	28.46	the
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	28.46	28.72	count
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	28.72	28.84	of
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	28.84	28.94	the
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	28.94	29.18	world
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	29.18	29.34	in
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	29.34	29.46	its
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	29.46	29.92	caves,
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	30.5	30.68	a
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	30.68	31.18	guava
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	31.18	31.58	wood.
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	32.44	33.08	Bombings?
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	33.44	34.08	Two
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	34.08	34.54	moments
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	34.54	34.96	just.
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	35.28	35.78	The
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	35.78	36.1	second
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	36.1	36.58	takes
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	36.58	36.76	a
Coolidge-Clark_Complete-Reading_Buffalo_11-14-90	36.76	37.06	safe
