file	beg	end	text
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	2.0600000000000005	2.42	It'll
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	2.42	2.54	tell
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	2.54	2.64	you
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	2.64	2.76	a
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	2.76	2.84	little
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	2.84	3.0	bit
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	3.0	3.24	about
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	3.24	6.4	when
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	6.4	6.58	I
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	6.58	6.78	come
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	6.78	6.96	up
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	6.96	7.36	against
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	7.36	8.12	impediments,
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	8.38	10.04	which
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	10.04	10.16	is
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	10.16	10.48	often,
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	10.64	10.7	and
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	10.7	10.88	then
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	10.88	11.06	what
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	11.06	11.18	I
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	11.18	11.36	do
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	11.36	11.64	about
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	11.64	11.9	them,
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	12.46	12.68	or
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	12.68	12.76	at
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	12.76	12.8	least
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	12.8	13.06	how
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	13.06	13.2	I
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	13.2	13.32	did
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	13.32	13.54	about
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	13.54	13.7	them
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	13.7	13.8	in
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	13.8	13.94	this
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	13.94	14.24	case.
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	15.98	16.34	I
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	16.34	16.58	hadn't
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	16.58	16.72	written
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	16.72	16.86	for
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	16.86	16.96	a
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	16.96	17.08	long
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	17.08	17.4	time,
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	17.44	17.58	and
Lauterbach-Ann_Complete-Reading_SUNY-Buffalo_10-17-01	17.58	18.08	I
