file	beg	end	text
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	0.0	0.92	science
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	0.92	1.22	is
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	1.22	1.56	keeping
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	1.56	3.02	work
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	3.02	3.48	is
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	3.48	3.92	reaping
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	3.92	5.58	to
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	5.58	5.72	be
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	5.72	6.28	decorous
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	6.28	6.5	is
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	6.5	6.7	not
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	6.7	6.88	to
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	6.88	7.02	be
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	7.02	7.72	formalistic
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	7.72	8.64	the
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	8.64	8.98	first
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	8.98	9.2	may
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	9.2	9.54	simply
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	9.54	9.76	be
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	9.76	10.06	showing
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	10.06	10.68	sensitivity
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	10.68	11.04	to
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	11.04	11.22	a
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	11.22	11.5	formal
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	11.5	12.12	context
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	12.12	12.76	the
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	12.76	13.12	second
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	13.12	13.98	creates
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	13.98	14.1	a
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	14.1	14.62	context
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	14.62	16.1	in
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	16.1	16.44	everyday
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	16.44	17.08	practice
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	17.08	17.5	truths
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	17.5	17.7	are
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	17.7	18.14	detected
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	18.14	18.42	by
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	18.42	19.1	apprehending
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	19.1	19.64	cadences
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	19.64	20.62	these
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	20.62	20.82	are
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	20.82	21.46	confirmed
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	21.46	22.0	by
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	22.0	22.14	a
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	22.14	22.38	kind
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	22.38	22.56	of
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	22.56	23.16	subliminal
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	23.16	23.64	sounding
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	23.64	24.26	that
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	24.26	24.72	employs
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	24.72	25.36	aspects
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	25.36	25.98	of
Piombino-Nick_Complete-Recording_Ear-Inn_NY_4-22-89	25.98	26.36	vision
