file	beg	end	text
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	1.659999999999998	2.06	We'd
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	2.06	2.14	love
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	2.14	2.28	to
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	2.28	2.64	get
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	2.64	3.32	Oldenburg
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	3.32	3.5	to
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	3.5	3.76	make
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	3.76	3.92	this
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	3.92	5.94	design,
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	6.1	6.16	an
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	6.16	6.54	appropriate
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	6.54	6.96	design.
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	7.56	7.96	You
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	7.96	8.12	know,
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	8.2	8.36	I
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	8.36	9.1	hope
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	9.1	9.7	somebody's
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	9.7	9.78	going
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	9.78	9.9	to
Kyger-Creeley-Hewlett_Complete-Discussion_Location-Unknown_06-19-72	9.9	10.1	really
