file	beg	end	text
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	0.0	0.34	but
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	0.34	0.5	with
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	0.5	0.72	such
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	0.72	1.3	precision
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	1.3	1.62	that
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	1.62	1.8	it's
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	1.8	2.02	very
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	2.02	2.48	exciting.
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	2.8	3.42	For
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	3.42	3.58	instance,
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	3.76	3.92	he'll
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	3.92	5.84	describe
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	5.84	6.16	the
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	6.16	7.26	reflection
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	7.26	7.54	of
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	7.54	7.68	a
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	7.68	8.0	pin
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	8.0	8.28	on
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	8.28	8.46	an
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	8.46	8.9	apple,
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	9.62	10.2	the
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	10.2	10.56	shadow
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	10.56	10.78	of
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	10.78	10.88	a
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	10.88	11.14	pin
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	11.14	11.38	on
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	11.38	11.54	an
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	11.54	11.94	apple.
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	15.099999999999998	15.719999999999999	That
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	15.719999999999999	16.34	got
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	16.34	16.52	me
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	16.52	17.02	interested.
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	22.779999999999998	23.4	But
Ashbery-John_Complete-Recording_Honoring-Illuminations-Translation_NYU_5-12-11	23.4	24.02	what
