file	beg	end	text
Halpern-Rob_Complete-BPC-Segue_3-3-07	0.0	0.28	A
Halpern-Rob_Complete-BPC-Segue_3-3-07	0.28	0.84	bloodless
Halpern-Rob_Complete-BPC-Segue_3-3-07	0.84	1.2	thing,
Halpern-Rob_Complete-BPC-Segue_3-3-07	1.42	1.6	my
Halpern-Rob_Complete-BPC-Segue_3-3-07	1.6	2.26	dildo
Halpern-Rob_Complete-BPC-Segue_3-3-07	2.26	3.12	stalks
Halpern-Rob_Complete-BPC-Segue_3-3-07	3.12	3.74	the
Halpern-Rob_Complete-BPC-Segue_3-3-07	3.74	4.08	new
Halpern-Rob_Complete-BPC-Segue_3-3-07	4.08	4.96	foe
Halpern-Rob_Complete-BPC-Segue_3-3-07	4.96	5.54	nation.
Halpern-Rob_Complete-BPC-Segue_3-3-07	10.38	11.34	Elections
Halpern-Rob_Complete-BPC-Segue_3-3-07	11.34	11.86	coming,
Halpern-Rob_Complete-BPC-Segue_3-3-07	12.4	13.2	democracy
Halpern-Rob_Complete-BPC-Segue_3-3-07	13.2	13.68	won't
Halpern-Rob_Complete-BPC-Segue_3-3-07	13.68	14.02	occur
Halpern-Rob_Complete-BPC-Segue_3-3-07	14.02	14.5	before
Halpern-Rob_Complete-BPC-Segue_3-3-07	14.5	14.96	the
Halpern-Rob_Complete-BPC-Segue_3-3-07	14.96	15.7	curfew
Halpern-Rob_Complete-BPC-Segue_3-3-07	15.7	16.52	blackens.
Halpern-Rob_Complete-BPC-Segue_3-3-07	16.72	17.1	Whose
Halpern-Rob_Complete-BPC-Segue_3-3-07	17.1	17.76	diminishing
Halpern-Rob_Complete-BPC-Segue_3-3-07	17.76	18.36	force,
Halpern-Rob_Complete-BPC-Segue_3-3-07	18.5	19.02	elemental
Halpern-Rob_Complete-BPC-Segue_3-3-07	19.02	19.58	skins,
Halpern-Rob_Complete-BPC-Segue_3-3-07	20.06	20.48	organs
Halpern-Rob_Complete-BPC-Segue_3-3-07	20.48	21.02	craving
Halpern-Rob_Complete-BPC-Segue_3-3-07	21.02	21.34	your
Halpern-Rob_Complete-BPC-Segue_3-3-07	21.34	22.22	forsworn
Halpern-Rob_Complete-BPC-Segue_3-3-07	22.22	22.9	illegal
Halpern-Rob_Complete-BPC-Segue_3-3-07	22.9	23.5	touch?
Halpern-Rob_Complete-BPC-Segue_3-3-07	23.5	23.9	They've
Halpern-Rob_Complete-BPC-Segue_3-3-07	23.9	24.44	traced
Halpern-Rob_Complete-BPC-Segue_3-3-07	24.44	24.9	powder
Halpern-Rob_Complete-BPC-Segue_3-3-07	24.9	25.3	in
Halpern-Rob_Complete-BPC-Segue_3-3-07	25.3	25.46	our
Halpern-Rob_Complete-BPC-Segue_3-3-07	25.46	26.1	stools,
Halpern-Rob_Complete-BPC-Segue_3-3-07	26.14	26.6	and
Halpern-Rob_Complete-BPC-Segue_3-3-07	26.6	27.42	therein
Halpern-Rob_Complete-BPC-Segue_3-3-07	27.42	27.86	lies
Halpern-Rob_Complete-BPC-Segue_3-3-07	27.86	28.04	the
Halpern-Rob_Complete-BPC-Segue_3-3-07	28.04	28.5	nation's
Halpern-Rob_Complete-BPC-Segue_3-3-07	28.5	29.06	intelligence,
Halpern-Rob_Complete-BPC-Segue_3-3-07	29.06	29.8	a
Halpern-Rob_Complete-BPC-Segue_3-3-07	29.8	30.2	gap
Halpern-Rob_Complete-BPC-Segue_3-3-07	30.2	30.48	in
Halpern-Rob_Complete-BPC-Segue_3-3-07	30.48	31.16	stills,
Halpern-Rob_Complete-BPC-Segue_3-3-07	31.32	31.46	more
Halpern-Rob_Complete-BPC-Segue_3-3-07	31.46	32.26	fortified
