file	beg	end	text
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	0.0	0.34	this
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	0.34	0.5	is
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	0.5	0.62	a
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	0.62	1.02	species
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	1.02	1.38	near
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	1.38	1.86	extinction
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	1.86	2.42	an
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	2.42	2.78	island
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	2.78	3.26	floated
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	3.26	3.56	off
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	3.56	3.92	drift
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	3.92	4.18	and
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	4.18	4.56	shift
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	4.56	5.32	consonantal
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	5.32	5.8	dream
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	5.8	6.02	of
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	6.02	6.38	matter
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	6.38	6.74	how
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	6.74	6.94	we
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	6.94	7.08	are
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	7.08	7.82	alienated
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	7.82	8.1	out
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	8.1	8.24	of
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	8.24	8.4	it
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	8.4	8.84	into
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	8.84	9.32	vertical
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	9.32	9.84	worry
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	9.84	10.4	more
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	10.4	10.6	than
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	10.6	10.96	hair
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	10.96	11.4	stands
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	11.4	11.66	on
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	11.66	11.98	end
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	11.98	12.48	soft
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	12.48	12.94	furry
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	12.94	13.32	rabbit
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	13.32	13.7	brood
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	13.7	13.86	what
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	13.86	14.02	we
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	14.02	14.3	call
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	14.3	14.74	play
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	14.74	15.22	in
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	15.22	15.32	the
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	15.32	15.7	grass
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	15.7	15.96	this
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	15.96	16.4	desire
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	16.4	16.68	for
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	16.68	17.04	house
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	17.04	17.4	against
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	17.4	17.6	the
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	17.6	18.04	nomad
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	18.04	18.44	grain
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	18.44	18.68	the
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	18.68	19.12	strain
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	19.12	20.66	westwards
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	20.66	20.98	eins
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	20.98	21.22	und
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	21.22	21.54	zwei
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	21.54	21.82	bin
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	21.82	22.0	noch
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	22.0	22.44	deutscher
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	22.44	22.74	stur
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	22.74	23.26	a
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	23.26	23.56	mirror
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	23.56	23.96	killed
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	23.96	24.16	him
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	24.16	24.36	of
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	24.36	24.44	the
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	24.44	25.02	lotteries
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	25.02	25.48	stur
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	25.48	25.92	stur
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	25.92	26.56	in
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	26.56	27.06	cambridge
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	27.06	27.64	basement
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	27.64	31.12	sevenly
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	31.12	31.46	morning
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	31.46	33.26	the
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	33.26	34.52	the
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	34.52	35.06	omnium
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	35.06	35.52	dividend
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	35.52	35.84	to
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	35.84	36.3	threes
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	36.3	36.58	the
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	36.58	36.94	syntax
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	36.94	37.28	of
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	37.28	37.54	all
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	37.54	38.04	single
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	38.04	38.42	-minded
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	38.42	38.94	political
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	38.94	39.7	arrogance
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	39.7	40.92	caesaric
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	40.92	41.18	cut
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	41.18	41.48	or
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	41.48	42.0	christic
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	42.0	42.38	cup
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	42.38	42.88	i
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	42.88	43.44	stray
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	43.44	43.84	try
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	43.84	44.34	escape
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	44.34	45.08	resistance
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	45.08	45.5	to
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	45.5	46.24	stabalist
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	46.24	46.76	structure
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	46.76	47.2	stray
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	47.2	47.72	bullets
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	47.72	48.04	cape
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	48.04	48.44	soft
