file	beg	end	text
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	0.0	0.32	as
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	0.32	0.5	the
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	0.5	0.9	wallet
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	0.9	1.48	crumbled
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	1.48	1.74	and
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	1.74	2.1	bills
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	2.1	2.58	slid
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	2.58	2.84	in
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	2.84	2.98	and
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	2.98	3.26	out
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	3.26	3.38	of
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	3.38	3.58	it.
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	4.06	4.78	I
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	4.78	5.1	want
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	5.1	5.38	that
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	5.38	6.12	information
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	6.12	6.56	very
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	6.56	6.96	much
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	6.96	7.4	today.
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	8.120000000000001	8.84	Can't
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	8.84	9.14	have
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	9.14	9.34	it,
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	9.44	10.12	and
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	10.12	10.36	this
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	10.36	10.68	makes
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	10.68	10.94	me
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	10.94	11.48	angry.
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	12.14	12.86	I
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	12.86	13.1	shall
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	13.1	13.52	use
