file	beg	end	text
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	0.0	0.48	Shaking
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	0.48	0.62	it,
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	0.7	0.72	I
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	0.72	0.84	look
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	0.84	0.94	at
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	0.94	1.06	your
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	1.06	1.36	watch,
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	1.5	1.58	which
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	1.58	1.72	has
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	1.72	1.98	white
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	1.98	2.3	Roman
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	2.3	2.82	numerals
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	2.82	2.96	on
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	2.96	3.06	a
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	3.06	3.3	black
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	3.3	3.74	face,
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	4.0	4.16	eye
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	4.16	4.52	past
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	4.52	4.82	eye.
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	5.06	5.46	The
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	5.46	5.84	magazine
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	5.84	6.3	trembles
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	6.3	6.42	at
