file	beg	end	text
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	0.0	0.32	So
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	0.32	0.44	you
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	0.44	0.62	can
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	0.62	0.98	change
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	0.98	1.16	the
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	1.16	1.4	word
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	1.4	1.6	for
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	1.6	2.0	happiness
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	2.0	2.44	that
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	2.44	2.86	was
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	2.86	3.34	formerly
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	3.34	3.86	innocent.
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	4.22	4.82	The
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	4.82	5.24	respiratory
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	5.24	5.8	system,
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	5.82	6.02	when
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	6.02	6.58	stimulated,
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	6.74	7.12	produces
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	7.12	7.44	a
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	7.44	8.08	characteristic
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	8.08	8.62	sign.
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	8.82	9.34	The
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	9.34	9.6	sign
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	9.6	9.74	that
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	9.74	10.1	extends
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	10.1	10.52	itself
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	10.52	10.8	during
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	10.8	11.22	stress
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	11.22	11.44	and
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	11.44	11.96	collapses,
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	12.0	12.3	so
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	12.3	12.44	the
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	12.44	13.16	autopsy
Berssenbrugge-Mei-Mei_Complete-Recording_Segue-DH_NYC_2-21-98	13.16	13.46	finds
