file	beg	end	text
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	0.0	0.32	the
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	0.32	0.62	winter
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	0.62	1.28	sanctuary
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	1.28	1.76	of
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	1.76	1.86	the
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	1.86	2.18	rare
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	2.18	3.02	jailbird
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	3.02	3.8	and
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	3.8	3.96	the
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	3.96	4.74	Ishmaelite,
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	4.94	5.26	the
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	5.26	5.9	esoteric
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	5.9	6.22	summer
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	6.22	7.08	firebombs
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	7.08	7.3	of
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	7.3	7.8	Chicago,
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	8.34	8.74	the
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	8.74	9.1	same
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	9.1	9.44	scar
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	9.44	9.82	tissue
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	9.82	10.14	I
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	10.14	10.38	saw
Dorn-Ed_Complete-Recording_North-Atlantic-Turbine_London_1967	10.38	10.54	in
