file	beg	end	text	speaker
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	2.28	2.46	at	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	2.46	2.78	other	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	2.78	3.36	times	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	3.36	3.78	fans	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	3.78	3.94	in	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	3.94	4.08	the	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	4.08	4.56	stands	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	4.56	4.72	get	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	4.72	4.86	a	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	4.86	5.9	souvenir	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	5.9	6.52	arguing	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	6.52	6.7	as	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	6.7	6.92	they	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	6.92	7.18	were	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	7.18	7.28	a	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	7.28	7.64	minute	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	7.64	8.1	previous	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	8.1	8.38	among	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	8.38	9.72	themselves	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	9.72	10.08	putting	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	10.08	10.34	money	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	10.34	10.5	on	1
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	10.5	10.64	the	1
