file	beg	end	text	speaker
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	0.22	0.5	shaking	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	0.5	0.68	it	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	0.68	0.76	i	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	0.76	0.92	look	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	0.92	1.0	at	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	1.0	1.18	your	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	1.18	1.46	watch	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	1.46	1.62	which	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	1.62	1.82	has	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	1.82	2.08	white	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	2.08	2.4	roman	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	2.4	2.64	hume	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	2.64	2.9	rules	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	2.9	3.02	on	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	3.02	3.14	a	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	3.14	3.46	black	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	3.46	4.08	face	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	4.08	4.32	i	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	4.32	5.4	passed	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	5.4	5.54	the	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	5.54	5.98	magazine	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	5.98	6.36	trembles	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	6.36	6.44	a	1
Raworth-Tom_Complete-Reading_MFA-Reading-Series_Boise_2-22-13	6.44	7.04	grave	1
