file	beg	end	text
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	0.21	0.4	Moving
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	0.4	0.87	forward
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	0.87	1.15	and
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	1.15	1.68	across.
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	1.68	2.17	My
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	2.17	3.55	brain
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	3.55	4.68	cells
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	4.68	4.94	are
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	4.94	5.46	crispy
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	5.46	6.02	tonight.
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	6.02	8.34	Silence.
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	8.34	8.69	A
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	8.69	12.18	toolkit.
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	12.18	13.15	Write
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	13.15	13.38	about
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	13.38	13.98	it.
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	13.98	14.29	The
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	14.29	14.51	words
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	14.51	14.75	come
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	14.75	15.1	with
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	15.1	15.46	letters
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	15.46	16.52	pre-inscribed.
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	16.52	17.13	The
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	17.13	17.33	letters
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	17.33	17.56	are
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	17.56	18.08	secure
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	18.08	18.18	in
