file	beg	end	text
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	0.0	0.22	So
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	0.22	0.56	you
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	0.56	1.13	think
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	1.13	1.47	his
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	1.47	1.95	song
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	1.95	2.6	caused
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	2.6	3.05	your
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	3.05	3.39	sad
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	3.39	4.64	feeling,
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	4.64	5.53	like
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	5.53	6.26	your
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	6.26	7.07	hand
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	7.07	8.68	touching
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	8.68	9.5	your
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	9.5	10.94	hand.
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	10.94	11.07	A
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	11.07	11.46	girl
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	11.46	11.98	sings
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	11.98	12.5	along
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	12.5	13.23	without
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	13.23	13.96	knowing
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	13.96	14.27	the
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	14.27	14.79	words
Berssenbrugge-Mei-Mei_Complete-Reading_UB_9-20-00	14.79	15.1	and
