file	beg	end	text
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	0.0	0.88	with
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	0.88	1.14	one
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	1.14	1.78	hand
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	1.78	1.9	on
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	1.9	2.15	your
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	2.15	2.42	back
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	2.42	2.76	and
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	2.76	3.16	another
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	3.16	3.3	in
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	3.3	3.37	a
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	3.37	3.84	tunnel,
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	3.84	4.4	passing
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	4.4	4.84	through
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	4.84	5.33	invokes
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	5.33	5.82	caverns
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	5.82	6.03	and
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	6.03	6.67	conscious
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	6.67	7.28	faults,
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	7.28	8.0	inadequately
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	8.0	8.35	humble
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	8.35	8.66	taken
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	8.66	8.78	to
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	8.78	9.3	freefall
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	9.3	9.46	and
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	9.46	9.81	firmly
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	9.81	10.32	abandoned
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	10.32	10.46	in
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	10.46	10.66	the
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	10.66	11.36	forcefully
Mirakove-Carol_Complete-Reading_New-reading-Series_a-Voice-Box_10-18-09	11.36	11.98	captured
