file	beg	end	text
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	0.0	0.19	The
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	0.19	0.57	desert
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	0.57	0.88	brush
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	0.88	1.0	is
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	1.0	1.66	burning.
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	1.66	1.9	The
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	1.9	2.38	cocoon
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	2.38	2.54	of
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	2.54	3.1	hammock
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	3.1	3.26	or
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	3.26	3.71	sack,
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	3.71	3.99	which
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	3.99	4.1	is
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	4.1	4.27	the
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	4.27	4.6	henned
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	4.6	4.92	man,
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	4.92	5.02	is
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	5.02	5.37	carried
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	5.37	5.47	by
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	5.47	5.62	the
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	5.62	5.98	boys.
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	5.98	6.52	They're
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	6.52	6.99	carrying
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	6.99	7.19	the
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	7.19	7.66	wrapped
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	7.66	8.07	cocoon
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	8.07	8.2	on
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	8.2	8.8	poles.
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	8.8	9.18	The
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	9.18	9.32	earth
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	9.32	9.72	before
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	9.72	9.97	them
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	9.97	10.1	is
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	10.1	10.78	cracked.
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	10.78	11.04	But
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	11.04	11.48	above
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	11.48	11.82	it,
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	11.82	11.98	it
Scalapino-Leslie_Complete-Reading_Buffalo_3-6-91	11.98	12.16	is
