file	beg	end	text
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	0.0	1.13	Mother,
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	1.13	1.41	my
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	1.41	2.26	name,
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	2.26	3.37	pin-eyed
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	3.37	4.96	children,
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	4.96	6.6	sundial
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	6.6	7.48	lair
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	7.48	7.9	from
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	7.9	8.34	mortal
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	8.34	11.11	fear,
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	11.11	12.18	hood,
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	12.18	14.27	Peru,
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	14.27	14.58	prison
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	14.58	15.04	stone
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	15.04	15.68	guardian,
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	15.68	16.97	guerdon
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	16.97	16.98	of
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	16.98	18.99	resurrection,
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	18.99	20.45	fictitious
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	20.45	21.42	deeps,
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	21.42	22.14	cries
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	22.14	22.86	open
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	22.86	23.01	to
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	23.01	23.48	the
Howe-Susan_Complete-Reading_Segue-Series_Ear-Inn_4-12-86	23.48	24.16	words
