file	beg	end	text
Ashbery-John_Complete-Recording_St-Marks_NY	0.0	0.3	to
Ashbery-John_Complete-Recording_St-Marks_NY	0.3	0.51	fall
Ashbery-John_Complete-Recording_St-Marks_NY	0.51	0.68	at
Ashbery-John_Complete-Recording_St-Marks_NY	0.68	0.93	our
Ashbery-John_Complete-Recording_St-Marks_NY	0.93	1.53	feet
Ashbery-John_Complete-Recording_St-Marks_NY	1.53	1.68	like
Ashbery-John_Complete-Recording_St-Marks_NY	1.68	2.46	crocuses.
Ashbery-John_Complete-Recording_St-Marks_NY	2.46	2.93	All
Ashbery-John_Complete-Recording_St-Marks_NY	2.93	3.57	of
Ashbery-John_Complete-Recording_St-Marks_NY	3.57	3.71	our
Ashbery-John_Complete-Recording_St-Marks_NY	3.71	4.41	lives
Ashbery-John_Complete-Recording_St-Marks_NY	4.41	4.8	is
Ashbery-John_Complete-Recording_St-Marks_NY	4.8	4.92	a
Ashbery-John_Complete-Recording_St-Marks_NY	4.92	5.49	rebus
Ashbery-John_Complete-Recording_St-Marks_NY	5.49	5.81	of
Ashbery-John_Complete-Recording_St-Marks_NY	5.81	6.35	little
Ashbery-John_Complete-Recording_St-Marks_NY	6.35	6.9	wooden
Ashbery-John_Complete-Recording_St-Marks_NY	6.9	7.56	animals
Ashbery-John_Complete-Recording_St-Marks_NY	7.56	8.17	painted
Ashbery-John_Complete-Recording_St-Marks_NY	8.17	8.6	shy,
Ashbery-John_Complete-Recording_St-Marks_NY	8.6	9.3	terrific
Ashbery-John_Complete-Recording_St-Marks_NY	9.3	10.02	colors,
Ashbery-John_Complete-Recording_St-Marks_NY	10.02	10.95	magnificent
Ashbery-John_Complete-Recording_St-Marks_NY	10.95	11.2	and
Ashbery-John_Complete-Recording_St-Marks_NY	11.2	12.06	horrible,
Ashbery-John_Complete-Recording_St-Marks_NY	12.06	12.7	close
Ashbery-John_Complete-Recording_St-Marks_NY	12.7	13.4	together.
Ashbery-John_Complete-Recording_St-Marks_NY	13.4	13.65	The
Ashbery-John_Complete-Recording_St-Marks_NY	13.65	14.33	message
Ashbery-John_Complete-Recording_St-Marks_NY	14.33	14.45	is
