file	beg	end	text
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	0.0	0.15	A
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	0.15	1.04	big
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	1.04	1.95	evergreen
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	1.95	2.56	tree
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	2.56	3.15	stands
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	3.15	3.87	outside
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	3.87	4.03	my
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	4.03	4.83	window,
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	4.83	5.41	its
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	5.41	5.67	roots
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	5.67	6.29	mumble
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	6.29	6.81	under
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	6.81	7.16	the
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	7.16	8.1	surface,
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	8.1	9.71	a
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	9.71	10.22	long
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	10.22	10.89	concrete
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	10.89	11.6	divider,
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	11.6	12.18	steps
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	12.18	12.76	three
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	12.76	12.99	at
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	12.99	13.1	a
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	13.1	13.82	time,
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	13.82	14.63	sky
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	14.63	15.02	cloudy
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	15.02	15.42	and
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	15.42	16.38	heavy,
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	16.38	17.39	squeezing
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	17.39	17.5	a
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	17.5	17.94	thin
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	17.94	18.5	layer
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	18.5	18.72	of
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	18.72	19.23	light
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	19.23	20.09	against
