file	beg	end	text
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	0.0	0.37	the
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	0.37	0.5	low
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	0.5	1.0	rumble
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	1.0	1.12	of
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	1.12	1.24	an
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	1.24	1.72	oncoming
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	1.72	2.16	train
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	2.16	2.8	traffic
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	2.8	3.34	overhead
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	3.34	4.12	three
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	4.12	4.38	people
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	4.38	5.18	sniffling
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	5.18	5.84	who
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	5.84	6.02	was
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	6.02	6.14	the
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	6.14	6.47	male
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	6.47	6.81	half
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	6.81	6.99	of
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	6.99	7.68	people's
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	7.68	8.18	couple
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	8.18	8.48	of
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	8.48	8.72	the
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	8.72	8.97	year
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	8.97	9.52	twins
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	9.52	9.66	are
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	9.66	10.09	twins
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	10.09	10.54	arms
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	10.54	10.69	are
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	10.69	11.29	folded
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	11.29	11.47	eat
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	11.47	12.43	hamburgers
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	12.43	12.94	sneeze
Fuchs-Greg_Complete-Recording_Segue-DH_NYC_4-22-00	12.94	13.52	first
