file	beg	end	text
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	0.52	0.98	Fourth
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	0.98	1.72	disclaimer.
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	1.72	1.88	From
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	1.88	2.92	the
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	2.92	3.32	gaming
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	3.32	3.96	table
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	3.96	4.09	to
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	4.09	4.28	the
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	4.28	4.62	early
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	4.62	5.04	opener,
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	5.04	5.53	the
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	5.53	5.67	risk
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	5.67	5.85	of
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	5.85	6.39	needle
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	6.39	7.0	stick
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	7.0	7.1	not
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	7.1	7.66	obvious
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	7.66	7.94	with
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	7.94	8.13	the
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	8.13	8.46	first
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	8.46	9.0	mescal,
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	9.0	9.45	those
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	9.45	9.79	sex
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	9.79	10.17	traps
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	10.17	10.65	skirt
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	10.65	11.01	the
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	11.01	11.34	dance
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	11.34	11.8	floor
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	11.8	12.07	and
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	12.07	12.33	eye
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	12.33	12.55	its
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	12.55	13.26	centre,
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	13.26	13.36	a
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	13.36	14.22	lavender
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	14.22	14.76	swirl
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	14.76	15.4	opaque
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	15.4	15.84	with
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	15.84	16.16	dry
Kinsella-John_02_Complete-Reading_SUNY-Buffalo_11-6-96	16.16	16.74	ice,
