file	beg	end	text	speaker
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	0.16	0.6	cries	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	0.6	0.76	of	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	0.76	0.96	love	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	0.96	1.08	and	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	1.08	1.52	alarm	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	1.52	1.6	on	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	1.6	1.72	the	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	1.72	2.68	soundtrack,	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	2.72	3.16	fade	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	3.16	3.4	into	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	3.4	3.6	an	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	3.6	3.8	air	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	3.8	4.16	raid	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	4.16	4.8	siren,	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	4.84	5.32	factory	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	5.32	5.92	whistle,	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	5.96	6.12	or	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	6.12	6.24	is	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	6.24	6.36	it	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	6.36	6.48	the	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	6.48	6.84	whistle	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	6.84	6.96	of	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	6.96	7.0	a	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	7.0	7.4	train	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	7.4	8.16	approaching?	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	8.48	8.8	We	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	8.8	9.12	are	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	9.12	9.4	as	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	9.4	10.0	real	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	10.04	10.32	and	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	10.32	10.96	near	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	11.0	11.24	as	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	11.24	11.84	cinema.	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	13.08	13.16	A	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	13.16	13.48	little	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	13.48	13.84	girl	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	13.84	14.12	half	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	14.12	14.44	turned	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	14.44	15.0	away,	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	15.04	15.44	holding	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	15.44	15.6	her	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	15.6	16.0	doll,	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	16.0	16.4	smiles	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	16.4	17.0	shyly.	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	17.32	17.52	When	
Howe-Susan_04_Complete-Reading_SUNY-Buffalo_11-6-94	17.52	17.64	the	
