file	beg	end	text	speaker
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	0.0	0.8	ghosts	1
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	0.8	0.9	of	1
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	0.9	1.4	Christmas	1
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	1.4	1.9	That	1
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	1.9	2.5	Hideous	1
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	2.5	2.9	ritual	1
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	2.9	3.2	of	1
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	3.2	3.4	Virgin	1
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	3.4	3.8	birth	1
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	3.8	4.5	a	1
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	4.5	4.9	pretense	1
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	4.9	5.2	to	1
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	5.2	5.4	slaughter	1
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	5.4	6.0	Lambs	1
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	6.0	6.1	later	1
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	6.1	6.3	in	1
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	6.3	6.3	the	1
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	6.3	6.6	year	1
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	6.6	7.6	Call	1
Drucker-Johanna_Complete-reading_Weds-at-four-plus_Buffalo_10-23-02	7.6	7.8	it	1
