file	beg	end	text	speaker
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	0.6	1.1	there	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	1.1	1.1	is	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	1.1	1.3	no	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	1.3	1.9	arguing	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	1.9	2.6	with	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	2.6	3.4	vein	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	3.4	3.8	Terror	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	3.8	4.1	and	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	4.1	5.1	negligence	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	6.2	6.6	I	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	6.6	6.7	am	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	6.7	7.2	very	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	7.2	8.1	unwilling	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	8.1	8.7	and	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	8.7	9.0	not	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	9.0	9.6	obliged	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	9.6	9.8	to	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	9.8	10.3	write	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	10.3	10.6	my	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	10.6	10.9	history	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	10.9	11.0	of	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	11.0	12.1	melancholy	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	12.1	12.6	but	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	12.6	12.9	to	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	12.9	13.0	let	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	13.0	13.8	Madame	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	13.8	14.1	do	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	14.1	14.6	what	2
Halsey-Alan_Complete-Reading_BUS-MFA_Boise_10-15-10	14.6	15.4	unhappy	2
