file	beg	end	text	speaker	section
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	1.978	9.096	At other times fans in the stands get a souvenir arguing as they were a minute previous among themselves	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	9.657	22.218	Putting money on the next pitch at eight to five, turning suddenly and raising the hands to grab the home run ball, still warm from the pitcher's hand and turning as fluidly to collect his bet, adjusting his cap	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	23.288	35.853	It's very distinct at the ballpark the players play ball, the umpires arbitrate, the groundskeepers manicure the grounds, watering the base paths with grave, silk like movements	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	36.308	44.33	They're all regally ignorant+ of the spectators watching, among other things {cough}, their actions, their efforts,	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	45.158	48.993	their cheers, their jeers fall on deaf ears	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	49.79	54.474	The young Dominican pitcher surveys his outfield, vibrant green under the lights	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	54.825	56.591	Este es mi parque	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	57.309	63.111	The cheers of the patron rain # the cheers of the patrons rain down on his deaf ears	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	63.581	66.591	At the ball park, it's all very distinct	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	70.833	71.803	{cough}	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	74.761	77.036	This one is called Vision of Childhood.	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	83.768	93.081	The rain tonight on the mountain outside my window on the street on the freeways of California on the farms in the Livermore Valley	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	93.543	97.148	raining tonight in Placerville where my wife's father was born	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	97.712	102.497	The black water on the mountain here five hundred yards beyond my window	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	102.849	106.957	The water cutting its own sluices in the soil of California	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	110.252	120.628	I forget what I was talking to him about in the dream, my son the age of three, about the people who'd come to California in the past in forty nine	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	121.159	127.042	They sailed in wooden ships around the horn or walked beside their oxen across the Sierras	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	127.503	129.245	all that energy spent	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	130.071	142.99	Some vision, some ((getting)) whether it was the gold that got them here or the soil or even the weather, which even today the magazines extoll, Our Soon to Be Biggest State	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	143.712	145.805	The governor in his press releases,	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	146.163	147.704	his census estimates	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	148.147	157.195	the streamings over the borders of California, the several chambers of commerce, a perfect environment for all ages from the cradle to the grave	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	158.117	161.108	And he said, But I didn't come around the horn	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	161.703	167.641	His mother, an advertising copywriter whom I divorced, had just returned with him from New York	Subject	
Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64	168.084	169.668	I came through the canal	Subject	
