file	beg	end	text	speaker	section
Dworkin-Craig_Complete-Reading_Segue-Series_12-14-2013	0.583	9.9	{lipsmack} One forty four, permanence, absence of change, noun, permanence, permanency, no change, status quo, invariability, unchangeability, immutability. One fifty three, stability	Subject	
Dworkin-Craig_Complete-Reading_Segue-Series_12-14-2013	10.187	21.526	lasting quality, persistence, six hundred, noun, six hundred, perseverance, noun, perseverace, persistence, tenacity, pertinacity, pertinaciousness, stubbornness. Six oh two, noun	Subject	
Dworkin-Craig_Complete-Reading_Segue-Series_12-14-2013	23.065	40.078	Six oh two, obstinacy+, noun, obstinacy+, unyielding tempered, ((termination)) will. Five ninety nine, noun, five ninety nine, resolution, noun, resolution, sticking point, resoluteness ((to)) determination, grim determination, zeal, earnestness, seriousness, resolve, fixed resolve, mind made up, decision,	Subject	
Dworkin-Craig_Complete-Reading_Segue-Series_12-14-2013	40.435	41.918	Six oh eight, noun 	Subject	
Dworkin-Craig_Complete-Reading_Segue-Series_12-14-2013	42.95	47.1	six oh eight, predetermination, noun, predetermination, predestination, five ninety six, noun	Subject	
Dworkin-Craig_Complete-Reading_Segue-Series_12-14-2013	47.47	57.759	Five ninety six, necessity, noun, necessity, hard necessity, stern necessity, compelling necessity, no alternative, no escape, no option, Hobson's choice, six oh six, noun	Subject	
Dworkin-Craig_Complete-Reading_Segue-Series_12-14-2013	58.893	75.821	Six oh six, absence of choice, noun, no choice, choicelessness, no alternative, dictation, ((uh)) five ninety six, noun, necessity, dictated choice, Hobson's choice, seven forty, noun. Seven forty, compulsion, noun, compulsion, spur of necessity, five ninety six, noun, necessity, law of nature	Subject	
Dworkin-Craig_Complete-Reading_Segue-Series_12-14-2013	76.524	81.425	Nine fifty three. {lipsmack} There's ten pages of reading Roget's thesaurus	Subject	
Dworkin-Craig_Complete-Reading_Segue-Series_12-14-2013	91.792	94.413	{lipsmack} ((Alright)) it's from # uh it's the end um #	Subject	
Dworkin-Craig_Complete-Reading_Segue-Series_12-14-2013	95.014	98.931	since I'm writing in reverse, I get to read the end of what is a work in progress. {breath}	Subject	
Dworkin-Craig_Complete-Reading_Segue-Series_12-14-2013	101.74	102.868	By which I mean	Subject	
Dworkin-Craig_Complete-Reading_Segue-Series_12-14-2013	103.337	114.296	with reference to, as regards or in plain English, concerning about the something that is done or performed. A deed, an act of bringing a thing into some sphere of action or thought or	Subject	
Dworkin-Craig_Complete-Reading_Segue-Series_12-14-2013	114.765	130.72	in plain English, bringing in in the corner, in the course of some action or in a literary or in an artistic composition or in plain English, adding or inserting as a feature or element sometimes with the notion of bringing in for the first time, or	Subject	
Dworkin-Craig_Complete-Reading_Segue-Series_12-14-2013	131.131	152.173	as a new future a conducing or fetching in. A carrying into the act of putting something to work or employing or applying a thing for any, especially a beneficial or productive purpose or the actual+ application or use of an idea. Belief or method as opposed to the theory or principal of it. Conducing or fetching in the natural exercise of the vocal organs or	Subject	
Dworkin-Craig_Complete-Reading_Segue-Series_12-14-2013	152.64	164.448	(({lipsmack})) in plain English the utterance or words or sentences or in plain English oral expression of thought, or feeling or the penning or forming of letters or words. The action of setting or putting in. The introduction	Subject	
Dworkin-Craig_Complete-Reading_Segue-Series_12-14-2013	165.249	196.966	into or between of a word used as the name or designation of a person place or thing, suitable for specified or implicit purpose or requirement or in plain English, appropriate to the circumstances or conditions or in plain English of the requisite standard or type or in plain English apt, fitting or in plain English correct, right. A speech, utterance, verbal expression or small group or collocation of words expressing a single notion or entering with some degree of unity into the structure of the sentence, or in plain English a common	Subject	
Dworkin-Craig_Complete-Reading_Segue-Series_12-14-2013	197.38	226.395	{lipsmack} or idiomatic expression making up, forming, composing, the indivisible act of marking or pointing out by which a role or character assumed in real life or in a play or that which is stated or expressed in speech, writing, et cetera, or in plain English ((a sane in utterance and expression, a)) statement that is a unit or one among a number, taken or considered apart from the rest. It's publicly identified as such, concerned with or written and sent for some unspecified or not definitely set down manner with which one is concerned, earthly or spiritual	Subject	
