file	beg	end	text	speaker	section
Yau-John_02_Complete-Reading_SUNY-Buffalo_2-4-98	0.089	5.233	Wanted to grab my face with the pliers of dirty # of dirt trickling from their lips	Subject	
Yau-John_02_Complete-Reading_SUNY-Buffalo_2-4-98	5.94	8.155	I want to be another stumble of flesh	Subject	
Yau-John_02_Complete-Reading_SUNY-Buffalo_2-4-98	8.494	39.493	glimpsed from a crack in the arcade's nougat facade. Can you see me without remembering my trim voice, boiling in the cauldrons of rural drive ins? Old cars quivering to a fresh line of mattresses, ticking in the calcified vortex of gingham's faded, dark, scuffed ((kneed)) # scuffed kneecap hand clamp refusals. Derelict promises, unbuttoned scratches and sprawled whimpers. Parish fandangoes perishing before mainspring purdahs.	Subject	
Yau-John_02_Complete-Reading_SUNY-Buffalo_2-4-98	40.036	46.429	A dented hubcap, a hoisted scalp, a tuxedo towe- towel wheeled through a sieve of hoops.	Subject	
Yau-John_02_Complete-Reading_SUNY-Buffalo_2-4-98	46.819	70.214	This laminated stem, that molasses skeleton. Pummeled slop poured into a briefcase jug, lacquered lackey with a slight tin verb. You know them all by their fame, their loss of glass proximity. These are the citizens whose matching hands are preserved in the corruptions of pearl cement, lost gallopers strapped= strapped to a bicycle of dimes.	Subject	
Yau-John_02_Complete-Reading_SUNY-Buffalo_2-4-98	70.622	85.384	I was fresh from the ancient sewers of Berlin when I joined the army of fish flopping toward the western citadel of cooling shores. Oh Island of Lost Ghouls, we chimed, You are the Ohio overture of our fatal dreams.	Subject	
Yau-John_02_Complete-Reading_SUNY-Buffalo_2-4-98	86.058	88.314	Inside your propane studio	Subject	
Yau-John_02_Complete-Reading_SUNY-Buffalo_2-4-98	88.698	91.154	{lipsmack} its slate straps and northern light	Subject	
Yau-John_02_Complete-Reading_SUNY-Buffalo_2-4-98	91.565	101.612	a ravaged acne mop licks the vomit off your claws. I squeeze the ointment out of coy poodles, you muddle across the pores in boots of oil soak.	Subject	
Yau-John_02_Complete-Reading_SUNY-Buffalo_2-4-98	102.027	106.904	A clock erases ((sod)) details rusting in the roars of our stiff rising	Subject	
Yau-John_02_Complete-Reading_SUNY-Buffalo_2-4-98	107.347	111.853	Phonograph, daylight warps any chance for us to strike a splashy tune.	Subject	
Yau-John_02_Complete-Reading_SUNY-Buffalo_2-4-98	112.217	120.153	Autograph clowns adjust their portable noses, hammer down their electric ch- # ties raise the ((shades)) of their puttied hems.	Subject	
Yau-John_02_Complete-Reading_SUNY-Buffalo_2-4-98	120.564	127.758	The mold of a famished spire burns in me still its tarred finger pointing toward the owl eye night.	Subject	
Yau-John_02_Complete-Reading_SUNY-Buffalo_2-4-98	128.119	135.895	I want to scrape down these trays of crab slivers and molten crumbs, leave the ants to the rocks where they dance and pray.	Subject	
