file	beg	end	text	speaker	section
Davies-Alan_01_Complete-Reading_2-13-88	0.109	4.527	Why we say of an experience or of a practice that it is deep or sinister	Subject	
Davies-Alan_01_Complete-Reading_2-13-88	5.279	8.926	On the surface, he is dealing with the nature of the mystical or the religious	Subject	
Davies-Alan_01_Complete-Reading_2-13-88	9.482	18.606	But beneath that and almost certainly unintentionally, the broader question being asked is why do we adjectivize at all? How do we come to say bad of that	Subject	
Davies-Alan_01_Complete-Reading_2-13-88	19.489	22.305	It is in the context of this that he asks, quote	Subject	
Davies-Alan_01_Complete-Reading_2-13-88	22.784	33.408	But could I not just as well ask, when I see someone killed, is it simply what I see that makes an impression on me or does this come with the hypothesis that someone is being killed here, end quote	Subject	
Davies-Alan_01_Complete-Reading_2-13-88	35.501	38.711	You can see that I leave him with credit for his double interrogative	Subject	
Davies-Alan_01_Complete-Reading_2-13-88	39.206	46.204	But I can't help but wonder what it is that makes him experience a difference between what he sees and what he thinks he sees	Subject	
Davies-Alan_01_Complete-Reading_2-13-88	56.975	58.297	{breath} um	Subject	
Davies-Alan_01_Complete-Reading_2-13-88	59.999	62.141	Now I'll read uh some newer poems	Subject	
Davies-Alan_01_Complete-Reading_2-13-88	64.623	65.612	And uh	Subject	
Davies-Alan_01_Complete-Reading_2-13-88	68.638	70.968	some of these were published in abacus that uh	Subject	
Davies-Alan_01_Complete-Reading_2-13-88	71.373	75.73	David mentioned that was # that the title of the collection of which was titled Riot Now	Subject	
Davies-Alan_01_Complete-Reading_2-13-88	76.416	77.835	Some of these I read uh	Subject	
Davies-Alan_01_Complete-Reading_2-13-88	78.724	81.005	(({lipsmack})) Recently at Saint Mark's and some of them I didn't	Subject	
Davies-Alan_01_Complete-Reading_2-13-88	81.521	88.011	uh But again and like Michael because tomorrow's Valentines Day I tried to pull together some that uh	Subject	
Davies-Alan_01_Complete-Reading_2-13-88	89.23	91.412	had something of that about them.	Subject	
Davies-Alan_01_Complete-Reading_2-13-88	92.019	98.447	And I'm going to read those first and then if time permits, perhaps I'll read some of the others that uh have some other things about them	Subject	
Davies-Alan_01_Complete-Reading_2-13-88	101.076	105.59	I want to touch your little nipples and put my hand between= between your legs 	Subject	
