file	beg	end	text	speaker	section
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	0.381	3.877	Unmet desire stalks the bed and cupboard	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	4.524	6.893	Desire, thick brambles	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	8.348	10.58	She stares into her ~TV's	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	10.999	20.419	two ~AM glares, watches the way she once watched a boy's body, too quick for caution and traffic signs ((parse)) asphalt	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	21.043	25.285	Neighborhood boy, corner boy, man to be,	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	25.763	26.459	Ben	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	27.33	28.266	bones	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	28.676	30.192	done and gone	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	30.854	32.776	What light is good on that	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	33.398	35.916	to want and not ask	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	37.478	37.784	{lipsmack}	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	38.24	39.794	in somniloquies	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	42.503	43.754	Earthworms	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	44.35	45.543	are maggots	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	46.531	49.845	Eating them ain't planting a tree or a flag	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	50.547	55.452	She wants to shout at her ~TV when some Sue gulps earthworms from a cup	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	56.437	62.452	She wants to shout at this idea that there's payback for what's done, to come	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	63.611	68.787	Earthworms aren't decomposers nor distraction from street corner noise	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	69.688	73.608	You think a woman would know this, she thinks	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	74.021	77.124	(({NSV})) This thought, a squirrel on a lawn	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	77.954	79.255	You think a woman	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	79.717	81.48	There are thoughts of other women,	Subject	
Foster-Tonya_Complete-Reading_Segue-Zinc-Bar_2-23-13	81.934	83.467	more squirrels	Subject	
