file	beg	end	text	speaker	section
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	1.43	5.15	Kay came to my door in a pink skirt and a pink jacket,	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	5.43	7.261	both the color of dust.	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	7.79	10.457	She opened her mouth and some dust came out.	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	10.945	15.022	I am not totally sure what happened between the foyer and the apartment door.	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	15.17	18.688	I am stammering. I did the treadmill for thirty five minutes.	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	19.2	24.983	Her legs stuck out of her skirt and she murmured a lot and almost cried but did not cry one bit.	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	29.993	30.924	Dear Kelly.	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	32.51	35.055	All these weddings and their impulse toward the mirror.	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	35.23	39.822	Sex like a collision we know sh- # we should avoid, wedding as ~X ~X ~X.	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	39.94	43.868	Do you ever hate being American? Flying Virgin, loving the master.	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	46.094	48.539	I wander the aisles at Ross	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	48.62	51.574	in search of a red blouse that ties up at the back.	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	51.68	58.304	I'm thinking of the hushed motion, the crawl, the dark eye ((and)) the answer, the field of light around her palm.	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	60.06	62.648	Did a lot of shopping at Ross when I was writing ((these)) poems.	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	62.81	65.472	I worked across the street from one, it was kind of dangerous.	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	68.455	69.306	um	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	74.785	78.269	Sorry, I haven't read from a book before, so ((I was like)) {NSV} what should I read next.	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	79.234	79.715	um	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	80.461	81.249	{laugh}	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	84.762	85.783	Dear Kelly.	Speaker1	
Bloch-Julia_03_Complete-Reading_Emergency-Series_KWH-UPenn_3-27-12	86.84	89.91	Now that I know Sagittarius is in my north node	Speaker1	
