file	beg	end	text	speaker	section
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	0.95	4.908	A big evergreen tree stands outside my window	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	5.507	8.396	Its roots mumble under the surface	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	9.596	13.978	A long concrete divider steps three at a time	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	14.51	16.566	Sky cloudy and heavy	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	17.136	21.287	Squeezing a thin layer of light against the city	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	22.371	27.539	The first red leaves of an otherwise green shrub	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	28.158	29.642	{breath}	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	30.073	33.002	The sisters are gone from the convent	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	34.039	36.848	The dancers are gone from the hill	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	37.986	40.843	Morning has come to its noon	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	42.369	46.39	The hide of the tree has grown rough scales	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	47.363	50.412	The trunk bends its hip to the left	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	51.12	54.167	and shakes its disheveled branches	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	54.941	58.541	to a secret music of release	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	63.26	64.56	The trunk	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	64.996	67.382	bends its hip to the left	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	68.282	71.846	and shakes its disheveled branches	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	72.804	76.583	to a secret music of release	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	85.848	87.365	Now there's another	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	92.458	94.303	poem about the morning	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	96.289	99.745	Morning Prayer, it's called. Yes.	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	101.325	106.887	I'd like to {breath} read this Morning Prayer ((since it)) kind of ((call)) for help. {breath}	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	107.981	108.923	{breath}	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	109.776	112.601	{breath}	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	113.865	115.102	Morning Prayer	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	116.507	119.867	{breath}	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	121.347	122.64	Help me,	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	123.996	125.165	I murmur,	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	126.318	129.095	As if I knew t- to whom I speak	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	129.731	131.726	or what I'm asking for	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	133.465	137.567	Sitting in my nightgown for coffee by the window	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	138.808	140.939	Walking up Third Avenue	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	142.327	146.94	Waiting {NSV} in my studio by the clay bins	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	148.364	150.183	(({lipsmack})) Oh, help me	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	151.149	153.966	And sometimes I hold my breasts	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	154.643	157.588	and a stronger pulse beats upwards	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	158.319	160.809	as if my words are both prayer	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	161.391	162.644	and answer	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	164.508	165.617	Help me	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	166.702	171.644	As if somewhere a great ear listens to our morning roar	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	172.881	175.099	An orbit swings open	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	175.96	179.75	And the spirit of love, like a sharp bite of acid	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	180.133	181.634	etches the ground	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	182.361	184.396	and I can lift my foot	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	186.606	191.101	Help me to feel your presence in grain and grape	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	192.218	193.639	Not to wander	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	194.103	195.571	as if lost	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	196.274	198.181	when I am not lost	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	199.736	205.905	Sweeten my breast from the fantasy I am not loved nor touched enough	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	207.287	211.261	For ecstasy breathes at the window where I wait	Subject	
Richards-MC_Complete-Recording_Indre-Studios-Philadelphia_5-5-97	211.834	216.71	leaps towards me in little gasps of the cock's trembling comb,	Subject	
