file	beg	end	text	speaker	section
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	0.062	10.808	is embossed on the stationary and the sign is dry turn swift bearer, brief volition wind featured at the far, the furthest shore	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	20.132	20.984	Untitled	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	22.937	38.753	The dream ascends its microcosm, making not sense, and the atavistic goons clash at the edge of the park's skies, sky plumed all prepared for the haunted bailiwick+ of strangers trailing incognito across the tile	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	39.972	46.599	But the light seems musical, lowered against the ridge into extremity, shift, shift shift.	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	48.271	49.566	News of the Earth	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	50.023	71.859	The fabulist knee deep in mud, fist green, tinsel dripping by degrees, blue shoe left in the meadow. The sentence elongated and drafted onto the unsheltered war zone. It could've been dark, theatre of dark, the unsheltered sentence bloodied, the sky opaque, the glassed in record, the will to rise	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	73.113	107.781	call it the person. Things will go then to sleep as if forgotten and the difficult will seem easy, walk into the light, show the precarious struts, set off bombs from above, there will be no one to count, no two to include, no three to beg for mercy. The trail of time will be easy to follow. Good old oaks, billowing lilies along the roadside. No four to divide. And the valley is incrementally cold. Down up down down, mediated by the memoir's fake torture and the one way war, panic of recognition, dangerous evident ((sun))	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	109.033	127.206	But in the slovenly small eyed dream, surely one of us is victorious, our kisses stamped into wet clay, our harrowing ended in song, rah, rah, while the small struts of tomorrow fall to ground and the tears come from afar in new boxes.	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	141.26	144.493	This is called Marjorie and Forrest {NSV} in Moscow	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	148.339	151.04	I went to a reading, Marjorie Welish and Forrest Gander	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	153.182	155.239	Marjorie and Forrest in Moscow	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	157.099	165.913	Trickily absorbed into ekphrastic juvenalia shot from the hip. Think I'll listen to Emmylou before the fervor of the andante	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	166.609	180.051	Shostakovich plural and harmonic but repeated over here in the mud with the young boys with their tools, their faces sweating with boundary, old goat with his belly, lust for the worldly arena	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	180.758	192.323	Oh woman of emendation, man of domestic glass, come speak to us before our trip, upbraid these vague hymns and such quotidian enunciations as the ((Dao))	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	192.607	234.427	beyond what we might have witnessed in the early homespun riot before the colossal carried us off into infrastructure, inverting the usual designation of boy girl trails. She would track the insignias of thought, ((thinks)) the bleacher will hold, he would open each flower, blossom heart in the appellate of a kindly d- disciple. Moses, one shoe off, rises to the tinsel bush, recursive, belonging to her own edition, like a good logic marries Mayakovsky to the sublime, submits her throat to the ear, his entreaty to come through the door, ((impostor+)) with rival concordance, dance of agreement, trot trot to the beat	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	243.706	246.163	It's going very quickly. I'm almost done.	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	249.792	257.847	um Let's see, I keep talking about whole flag- # fragments, but I don't really know what they are. This is called Fragment Oscillating History and Magic.	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	259.043	260.566	That's I think uh # oh,	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	261.694	262.663	((a)) reference	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	265.787	266.961	{lipsmack} I'm so ashamed	Subject	
Lauterbach-Ann_Complete-Reading_Segue-Series_BPC_21-4-99	269.226	269.78	{breath}	Subject	
