file	beg	end	text	speaker	section
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	0.12	1.987	Moving forward and across	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	3.432	6.52	My brain cells are crispy tonight	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	7.665	8.934	Silence	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	11.509	12.411	A toolkit	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	13.064	13.998	{lipsmack} Write about it	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	14.397	16.736	The words come with letters pre inscribed 	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	17.048	24.047	The letters are secure in their variously circumscribing words. The words represent a kind of packaged application of signification	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	24.447	30.481	Letters are elements in a toolkit for spelling words. Think about it. Train whistle leaves us speechless	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	31.955	42.269	Imagine letters. Imagine letters breaking the boundaries of words. Imagine words breaking open their envelopes, never to be the same broadly speaking into an eventually undifferentiated state	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	43.278	48.214	Each man is the child of his deeds, and each woman is the child of her deeds	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	48.973	79.356	All words are lures, all dreams, means. Some meanings lost, others mostly ((draws)) the slim files of random data fragged and tossed. The lessons scattered at bus stops. Forgotten angles on past lives. Situations not right. Solo entries onto barren planes, suggesting mighty stories savored late at night. Collapsing ((in)) piles on hotel room floors, circulating high above commercial districts. Emptying out into freeway sounds at night. Standing for thoughts never uttered, eyes shut tight against material operations going on as if on their own	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	81.266	82.192	Next to nothing	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	82.866	85.436	the space inside a lowercase ~E	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	86.228	87.776	You could set up shop there	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	88.46	94.185	We breathe through these holes, look out through these portals, language clothes us in a foam	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	94.812	99.113	Its minute bubbles admit light, give off heat combined and pack a wallop	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	99.705	103.533	We live in this vast complex built out of units comprising next to nothing	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	104.02	108.122	Cascading granularity moves us forward and to the right	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	108.964	110.493	(({lipsmack})) Zeroing in on #	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	111.107	126.223	a rhythm of speech that moves from heart to heart, zeroing in on and in the moment unable to hold onto it, the suspension a kind of start, way classic in its sundry appeal. That accordion way of life, people sitting everywhere, to walk in and see all those people	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	127.299	128.448	{lipsmack} not even	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	129.536	134.245	((Eye)) stumbles and falls, becomes an empty underscore, italicizing nothing	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	134.895	141.264	Hundreds of thousands of email messages, gone forever, deeply buried in unwound time	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	141.882	146.526	Flickering, I'll get right on it, Get it right, and  That's not what I heard	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	148.091	149.312	Reading by hand	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	150.042	152.396	Writing in pencil lasts longer	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	153.379	159.915	Pick something up and try to figure out how it works, say a digital camera. Consult the manual. Writing is the same way, reading by hand	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	160.826	165.201	But I'm so lazy, don't want to worry. I stay alone at night	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	165.688	167.5	Writer has one subject	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	167.951	169.81	It is the act of being alone	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	170.565	175.122	The sky is brilliant, huge cumulus clouds mass above the lake	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	175.704	177.237	Writing goes its own way	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	177.652	179.687	You have to supply the synthesis	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	182.205	184.184	The= sound= of= car= doors= closing=	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	185.749	191.839	The sound of car doors closing ((and)) voices from the street. An engine starts up, revving to pull away, down to the corner and gone	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	192.264	194.977	In the silence that follows train whistle sounds	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	195.328	198.049	Who listens? Then jet noise overhead	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	198.325	200.139	Who stays behind to report	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	200.554	205.356	And who in some other time and place, quietly waits to hear a word	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	206.306	207.24	{lipsmack} Up front	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	207.882	214.306	Writing in place, the illusion of movement meets the illusion of standing still. A philosophical encounter with rhythm	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	214.711	227.53	Counting time in a forest of symbols. Batter up. Throwing a few change ups, whatever's working that night. Replacing Mark Redman as part of the double switch. This isn't about me. This is for you men, you women out there	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	228.244	229.8	The train comes into the picture	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	230.176	232.45	Picture a group of men walking along beside it	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	233.037	236.372	Later, Clint drives the train through a saloon	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	237.298	238.974	Jet noise trails away,	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	239.319	243.011	going to great lengths, riding up front on the handlebars	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	245.221	246.043	This train	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	248.476	249.841	Driving that train	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	250.2	251.525	the words book	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	252.066	254.859	You stare glassy eyed at the onrushing terrain	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	255.362	256.575	Ain't no more ((came.))	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	257.733	259.122	The essentials scatter	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	259.457	261.069	all over the parking lot	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	261.675	266.16	The rhythm of the rails, cows disappear out the window. You'll never know	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	266.923	268.24	(({lipsmack})) how much I love you	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	268.651	270.591	You'll never know how much I care	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	271.194	273.708	Light winds teasing the upper branches	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	274.181	275.585	The silver rings	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	276.085	281.464	The medium blue topaz spoke to her and when she looked more closely, displayed its laughter	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	282.362	286.719	The theoreticians of empire tripping over the symmetries of their own semantics	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	287.497	292.48	The entrepreneurs paddling like eager surfers, vying for position near the crest of the next wave	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	293.23	295.8	The voices on the street at night calling out to one another	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	296.346	300.616	The athletes crouching on their benches, half following the action, awaiting their turns	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	301.374	304.574	The young mothers, bearing their children on their hips at poolside	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	305.213	310.975	The thin old woman in tight jeans tightrope walking along the curb of the driveway, showing off	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	312.083	313.823	Don't want this train ride to end	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	314.349	315.506	When you get to the end	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	316.03	317.179	you want to hit restart	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	317.745	321.621	Or as, when kids playing guns, we used to say when shot	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	322.172	323.194	I'm a new man	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	324.966	326.243	The books work	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	328.772	329.554	((That's that.))	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	331.541	333.888	And then I'd like to close with something new	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	334.31	337.702	{lipsmack} um and as some of you know um	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	338.72	346.977	I've been uh participating in a po- # a group project with nine other poets who were active in the San Francisco poetry scene in the seventies	Subject	
Robinson-Kit_Complete-Reading_Xavier-Univ_10-27-09	347.499	349.143	{lipsmack} We've been writing about that time	Subject	
