file	beg	end	text	speaker	section
Beaulieu-Derek_Complete-Reading_Brodsky-Gallery_KWH-UPenn_3-31-11	0.176	7.039	Some half, some ten, fifteen, eighty, another hundred a bit, a few, several, six, only one, the lot	Subject	
Beaulieu-Derek_Complete-Reading_Brodsky-Gallery_KWH-UPenn_3-31-11	7.712	8.092	eight,	Subject	
Beaulieu-Derek_Complete-Reading_Brodsky-Gallery_KWH-UPenn_3-31-11	9.573	10.204	Chapter two	Subject	
Beaulieu-Derek_Complete-Reading_Brodsky-Gallery_KWH-UPenn_3-31-11	11.15	14.1	A little group of four, two, one five three one two	Subject	
Beaulieu-Derek_Complete-Reading_Brodsky-Gallery_KWH-UPenn_3-31-11	14.61	24.373	One a lot, a lot. Three a mere cluster two three one two double the number. One a queer lot, this lot, a queer one, one, one hundreds and hundreds, eight	Subject	
Beaulieu-Derek_Complete-Reading_Brodsky-Gallery_KWH-UPenn_3-31-11	24.975	26.498	Another two two eight	Subject	
Beaulieu-Derek_Complete-Reading_Brodsky-Gallery_KWH-UPenn_3-31-11	26.977	29.095	ten one ten one nine nine one	Subject	
Beaulieu-Derek_Complete-Reading_Brodsky-Gallery_KWH-UPenn_3-31-11	29.54	40.353	eight eight one seven seven one six six one five five one four four one four four one three three one two two one one one one one one. None one or two. All two three, very few one two.	Subject	
Beaulieu-Derek_Complete-Reading_Brodsky-Gallery_KWH-UPenn_3-31-11	43.954	44.306	((uh))	Subject	
Beaulieu-Derek_Complete-Reading_Brodsky-Gallery_KWH-UPenn_3-31-11	44.688	46.302	I'll skip ahead and keep you in suspense	Subject	
Beaulieu-Derek_Complete-Reading_Brodsky-Gallery_KWH-UPenn_3-31-11	47.154	47.882	Six	Subject	
Beaulieu-Derek_Complete-Reading_Brodsky-Gallery_KWH-UPenn_3-31-11	48.774	49.873	(({lipsmack})) ((some))	Subject	
