file	beg	end	text	speaker	section
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	0.421	3.209	Arrows and arrows, same damn deal	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	4.041	7.396	Kissing eliminates fusion of agitation and dreams	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	8.355	9.857	Folded in the days,	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	10.3	12.277	the surprising moments with you	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	13.942	22.948	Look under pain and find me. Of course I still love you. I'm glad you asked. Put on hunting boots and look at my antlers. I'm a deer, I'm a deer.	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	25.292	25.757	Alright.	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	26.983	27.626	Ooh.	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	27.985	31.721	I was not ((thinking of that.)) What is that # oh, that's your phone. Okay.	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	33.187	33.916	{breath} Okay.	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	35.372	36.728	{laugh}	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	37.971	39.446	I sound like a deer dying	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	40.432	43.911	Say it with green paint for the comfort and healing of their wounds	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	44.529	50.149	Written after only eating green foods for a day while under the influence of green nail polish on my middle fingers	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	52.018	54.26	Not until we're all protected, he said	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	55.427	57.847	Not until we're all unprotected, I said	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	58.695	61.948	The scent of magnets we come to bank ourselves against	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	62.606	65.259	The tune radiates life without pause	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	65.658	72.507	Yes, that's your insurance agent overhead in first class. Cash webs form, water sends instinct home	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	73.563	78.409	A switch inside the queen's body stops producing workers to send out a queen	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	79.063	81.656	The babysitter of empire wants a raise	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	82.216	89.917	Write on walls, write on courthouse sidewalks, write on every single mirror you can find, I make holes	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	90.393	93.224	in Iraqi families	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	93.759	95.234	every time	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	95.758	97.222	I pay my taxes	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	98.639	103.615	All these centuries later, the occupation still unwittingly shapes the resistance	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	104.767	107.284	Eruptions at night we only hear to know	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	108.564	111.747	Burying dead batteries under the green flag of the desert	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	112.214	115.018	It's all quite stunning, sealed under reactions	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	115.847	118.111	Everybody needs a lover in wartime	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	118.726	119.93	Fuck for the dead	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	120.346	122.28	Fuck and love fucking for the dead	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	122.712	127.066	After the latest body count, fuck and fuck and fuck the prayer fucking	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	127.433	129.999	Run onto the streets screaming death down	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	130.825	133.073	Terrible vacancies for either hand	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	135.02	136.559	Settle into time	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	138.534	144.751	((uh)) Settle into missing time, flat on the grass smoking hash until the butterfly	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	145.802	146.834	Hyperapathy	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	147.404	149.294	I'm telling you this only once	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	149.894	152.093	You're outside your jurisdiction	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	154.251	154.894	Okay	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	156.547	157.341	So um	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	159.619	161.969	In wo- # {breath} In World War One	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	162.628	163.531	the um	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	164.904	169.544	the number of people who died that were civilians in the war we- # they estimate it to be ten percent	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	170.212	171.37	And World War Two	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	171.946	175.544	civilian deaths was estimated at fifty percent	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	176.27	177.788	In the Vietnam War	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	178.347	181.632	civilian deaths was estimated at seventy five percent	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	182.318	184.338	With our war now in Iraq	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	185.351	188.193	the estimated civilian deaths are ninety percent	Subject	
Conrad-CA_Complete-Reading_War-and-Peace-3_Peace-on-A_11-2007	189.182	190.905	and {breath}	Subject	
