file	beg	end	text	speaker	section
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	0.253	3.109	He had a lousy temper and I never	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	3.435	7.91	I guess I never will get rid of that secret self protection I learned then	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	8.686	11.477	They both were fighters, my mother and father	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	11.914	17.2	I remember him pulling the tablecloth off the table when his breakfast didn't suit him. What a mess	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	17.829	22.822	And the time she threw a meat cleaver after him and it stuck in the doorjamb, inches from his head	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	23.374	24.357	He stopped	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	24.978	26.764	and she says he turned pale	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	27.306	28.231	But he left	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	28.741	33.83	Time and again he left, and when he came back it's called coming back home	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	34.232	36.531	After a few months or whatever time,	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	36.9	38.715	they'd get along until they didn't	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	39.589	41.346	We moved all over Texas	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	41.728	45.89	never more than six months in a place. Usually it was closer to three or four.	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	46.201	48.341	And they fought, wherever they were together	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	48.872	67.682	so I never made any friends that lasted and everything was various, depending on whether it was just my mother and me or whether my father was there, and whether they were trying to run a restaurant together or whether my mother was working as a waitress. Do you know that breakfast shift, dinner shift, swing shift vocabulary?	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	68.159	74.562	((Or)) there was a once when she worked in a candy factory coating chocolates and putting the identifying little swirl on top	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	75.206	80.718	What I remember most often is that we were just the two of us living in a bedroom in somebody's house	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	81.036	83.854	and my mother's salary would run ten dollars a week	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	84.23	88.416	and the room plus board for me and the landladies looking after me would run seven	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	89.235	91.462	I don't mean to make this sound pathetic	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	92.012	96.163	At some time during that when I was five, I started school	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	96.633	98.079	and I was a whiz	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	98.56	102.266	I went through the first and second grade the first year	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	102.62	106.294	and I went through the third and fourth grade the second year	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	106.703	113.426	and the third year when I was seven I was in the fifth grade and broke my arm twice, so I got slowed down	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	119.068	121.303	That would've been when we were in Mineral Wells	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	121.976	131.921	My father was with us then and we were living in a three room house with a yard and honeysuckle on the porch at the bottom of a hill that's notable for a line of twenty foot high block letters	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	132.28	137.458	{NSV} filled with regular light bulbs that in the night glared out Welcome towards the highway	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	138.138	139.584	I loved that sign	Subject	
Hawkins-Bobbie-Louise_01_Complete-Reading_Alfred-University_10-14-75	140.035	143.528	It felt like being in church to stand at the base of those letters	Subject	
