file	beg	end	text	speaker	section
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	0.16	2.817	Two sets, double deckered on each window.	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	3.234	6.85	White with a four inch band of pink and white stripes,	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	6.978	11.076	hideous half inch wide, vertical, pink and white stripes	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	11.368	14.248	that cycle through my memories over and over.	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	14.461	18.936	The jabbing ((eek, eek, eek)) of the soundtrack to a migraine commercial	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	19.432	25.591	or the movie scene where the crazed killer stabs his butcher knife over and over. ((Eek, eek)), pink and white,	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	25.921	28.579	((eek)), pink, ((eek, eek)), white, pink.	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	30.139	33.924	The four of us are on our bed listening to the Doors and smoking grass.	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	34.282	39.312	Janice's mother walks in the room and John holds the joint on the side of the bed out of sight.	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	41.212	44.823	Shirley makes a face and signs, what's that smell?	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	45.222	47.826	Janice signs back incense.	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	50.277	53.353	Shirley gave a high pitched scream when she was upset.	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	53.572	54.873	I heard it often,	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	55.124	58.433	invariably directed at Janice's father or Elka,	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	58.598	63.014	his Hungarian mother who lived down the street and who tried to rule their lives.	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	63.417	67.69	Elka's the only reason Janice and Sharon shared a double bed.	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	68.347	74.22	When the twin beds Shirley had ordered arrived, Elka appeared and told the delivery men to take them back.	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	74.528	77.673	Sisters sleep together. That's the Hungarian way	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	78.399	80.803	and there was nothing Shirley could do about it.	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	81.538	86.108	As soon as Janice could form a sentence, she became the family translator.	Subject	
Bellamy-Dodie_Complete-Reading_A-Voice-Box_Canessa-Park_1-17-09	86.539	89.954	Nine years old, called in from jump scoping # j- {NSV}	Subject	
