file	beg	end	text	speaker	section
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	2.219	4.07	This is a morality play	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	4.565	6.647	It is preparation for departure	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	7.493	14.181	The he and she cause pain with their confusion, though it is unintentional	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	16.147	20.161	On homophonic terrain, ((which)) or ((witch))	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	21.014	24.828	Something trails along after them, slight but not dwindling	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	26.052	29.827	While the water laps at the lips now away and now open	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	30.241	32.938	one a portal and the other a spell	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	37.116	39.614	{lipsmack} uh And this is a little bit longer and I=	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	40.005	47.325	uh I was ((c-)) certain that I was writing fiction um but ((uh)) I have been told since that it is not fiction.	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	49.493	49.844	{lipsmack}	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	50.213	52.671	This is as close to fiction as I believe I can come.	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	53.938	55.487	It's called Crow and Robin	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	56.503	61.408	{breath} {lipsmack} Nearby, I hear the sound of wood planks clunking against each other	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	61.767	64.456	and through the trees comes the clack of hammers	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	64.841	66.341	sometimes a buzzsaw	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	67.646	70.687	The man laughs and says, Have you ever murdered a man	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	71.772	73.783	His coworker makes no reply	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	75.072	80.1	The man begins to sing a song, but stops, interrupting himself with his own laughter	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	83.097	88.189	(({lipsmack})) At home, I sit at the kitchen table and look out through the window at the neighbor's garden	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	89.019	90.28	I think about you	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	91.268	94.779	Rather, I imagine that I am you	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	96.303	102.184	What would you make of the ragged peonies+ and why the neighbor # why hasn't the neighbor cut them back as they die?	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	103.749	106.95	From inside your body, how do peonies smell?	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	108.015	115.813	I am embarrassed by the limits of imagination, that is, how my desire fails as empathy and settles into voyeurism	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	116.72	118.739	Have you ever deadheaded a peony	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	119.465	125.866	I want to know not how the old felted browning petals feel but how they feel to your fingertips	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	127.359	134.67	I wonder if I'd ask a stranger, as you must ultimately be, a question arising out of genuine curiosity	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	135.854	142.015	I wonder if ((I'd)) dare to trespass into my neighbor's flowerbed and cut down her ugly, used up flowers	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	145.942	149.502	Across the street Griffin+ Griffin is three and a half	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	150.34	153.58	He walks to the edge of the driveway holding a bouncy ball	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	154.472	157.864	He aims carefully, and then sets the ball down to roll it	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	159.5	161.224	The ball rolls evenly	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	161.89	167.205	Griffin's one year old sister totters carefully toward her brother on her new walking legs	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	167.964	171.571	The ball connects with her shins, bringing her to her knees	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	172.082	174.796	Her face bounces down, and then off the ball	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	176.366	180.672	Griffin retrieves the ball and walks back to the edge of the driveway, starting again	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	181.907	185.426	Griffin, honey, calls ((a)) babysitter. Griffin.	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	190.791	191.991	I thought it was funny, ((but))	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	195.08	198.55	Outside my window on the second floor, two birds squabble	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	199.149	202.86	One is a robin, and the other looks to be a crow, big and aggressive	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	203.526	206.176	The robin is getting beat up, but stands its ground	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	206.765	210.907	A huge gust of wind causes the bough to move from due north to due east	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	211.298	214.267	The birds rotate before my eyes, parallel with me	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	215.871	224.735	The wind carries the package of itself on the arguing bird voices until a pedestrian walks by and the crow is startled, slides off the bough and goes away	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	226.244	232.254	I wanted the crow to be ashamed, to leave the branch ashamed that it had forced itself on another bird's home	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	233.47	242.826	Then I realized that I am the crow and you are the robin, and a sense of adoration and admiration spreads through me like a new version of the weather	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	244.175	251.557	The crow comes back again and again, and I hear the raised voices of the birds merging with the bigger, agitated voice of the wind	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	254.751	259.472	Is it really wrong to look for evidence that will prove what you want to believe anyway?	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	260.81	266.764	I often find what I'm looking for on a chain of continuity, the leading to or following from	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	267.528	274.841	Here in the sequence of reason, proof that things may be connected off kilter without ((there are)) realizing the link	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	276.763	280.17	This morning, as I was listening to the radio, I heard this story	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	281.548	284.812	{lipsmack} A semi truck is pulling out of a gas station driveway	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	285.51	292.278	Just as it pulls out onto the street, a man in a wheelchair rolls in front of it and gets stuck in the grill of the truck	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	293.197	300.212	The truck driver drives four miles at speeds of up to fifty miles per hour, completely unaware of his front loaded passenger	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	301.429	306.951	When the truck finally stops, the wheelchair is detached from the truck and its occupant is unharmed	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	307.574	310.431	He describes the experience as, Quite a ride.	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	312.251	314.222	That was on ~NPR too, I will say	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	316.668	323.105	Could there be more to the crow than its obnoxiousness? Doesn't it too have a right to be hungry, to need shelter?	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	324.295	330.233	I watch it trying to get its glossy head into the bird feeder meant for finches and sparrows. Very smart	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	331.089	335.598	If I were the stand in for the crow, then could I convince someone to love me?	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	336.498	343.905	I imagine watching you watch the crow, your good humor but your sense ultimately that this bird is not subtle	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	345.02	348.691	A pest, you think, it should blow away in a summery gust	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	350.191	356.833	Coming home from work, I see my young neighbor Griffin running up the empty sidewalk looking back over his shoulder	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	357.39	359.369	As though, I think with amusement	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	359.744	361.46	there was someone following him	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	365.179	372.569	I am raking up the fallen mess of leaves and sticks in the yard when I notice that the woman next door is carrying sticks and branches out to the curb	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	373.174	375.688	We both continue without acknowledging each other	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	376.341	385.271	After a while, I see the man across the street sawing off a half broken branch from a tree, and then that another neighbor is silently raking up debris from the storm	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	387.333	391.975	Far down the street, some day laborers are talking animatedly in Spanish	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	392.295	395.033	Otherwise, there are no human voices	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	399.479	402.595	In the middle of the night, I wake up to terrified screaming	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	403.369	405.412	One creature preys upon another	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	406.365	412.91	And after the screams, quite near, the wounded animal takes up a desperate snoring, breathing	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	414.145	416.715	I turn on the porch light and the breathing stops	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	417.64	419.915	then starts again, more irregular	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	421.464	427.657	I can't see what is out there, even though the sound of it is so sharp that it's in my nostrils and on my tongue	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	428.666	430.789	I wish you were here to comfort me	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	431.637	437.408	But I make my fear correct itself. I would be you, the self at a loss	Subject	
Robinson-Elizabeth_Complete-Reading_A-Voice-Box_Pegasus-Books_04-13-08	438.329	442.335	The invisible hand that rests on the shoulder of its own body, guiding it	Subject	
