file	beg	end	text	speaker	section
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	0.953	3.107	What will be left to critique	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	3.647	5.552	when capital is through with us	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	6.238	9.056	And what is ironic about those land grabs	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	9.857	13.783	the poem must preserve a place to remain in what is not real	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	14.652	16.921	The poem must be an active force	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	17.376	18.572	in a universe	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	19.373	21.788	that is heterogeneous, however real	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	32.005	34.232	So that was the whole.	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	36.277	40.222	And now I'm going to read you some notes on	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	41.66	44.567	my collaboration with ~C ~A Conrad,	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	45.874	50.061	and then we will read um the poems that we wrote based on	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	50.647	54.215	this um somatic exercise called Arthur Echo.	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	55.45	62.292	Somatic exercises are this wonderful form that Conrad has singlehandedly	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	62.735	66.47	invented and extended through a blog that he keeps called	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	66.815	70.292	um Somatic Exercises uh Poetry Blog	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	70.769	73.986	which uh if you haven't seen it, it's= it's definitely worth	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	74.902	75.629	reading and	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	76.015	76.527	um	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	77.723	78.657	keeping up with	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	79.864	80.179	(({lipsmack}))	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	83.917	84.985	Echo Arthur	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	90.816	93.334	While housesitting for friends in Philadelphia	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	93.85	97.175	we collaborated on the following somatic exercise	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	97.641	103.071	playing Arthur Russell's ~CD World of Echo on repeat on all five floors of the house	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	103.648	106.861	We move from floor to floor from nine ~AM to nine ~PM	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	107.255	114.177	taking scheduled breaks for food, conversation and checking in for further fine tuning of the somatic maneuvers	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	114.798	115.58	Basement	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	116.537	118.798	windows covered, pitch black	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	119.229	128.637	On a little table covered with clothespins and pottery, a small boombox plays ~CD on repeat with bass controls set to maximum	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	129.212	131.609	A white candle to light when sitting down,	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	132.004	133.478	blow out when leaving	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	134.291	140.431	The sink beside the table, to slowly drip water on one hand while taking notes with the other	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	141.863	142.882	First floor	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	144.111	147.43	~CD on stereo with balanced equalizer settings	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	147.861	149.111	All shades open	Subject	
Donovan-Thom_Conrad_Complete-Reading_Zebulon-Cafe_Brooklyn_2-8-11	149.817	151.813	A chair sits by the front door	Subject	
