file	beg	end	text	speaker	section
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	0.003	28.078	This is a species near extinction, an island floated off, drift and shift ((continental)) dream of matter, how we are alienated, out of it, into vertical ((worry.)) More than ((hair stands on end)) soft furry rabbit ((brood)) what we call play. In the grass this desire for ((house)) against the nomad grain, the strain (()) stur ((a mirror,)) (()) the lottery, stur= stur in Cambridge basement.	Speaker1	
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	30.688	31.817	Seven lemur morning.	Speaker1	
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	33.01	33.482	D-	Speaker1	
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	33.606	62.637	{cough} # the (()) ((threes,)) the (()) of all single-minded political arrogance. (()) cut or (()) ((cup)) ((I stray, try escape)) resistance to (()) structures, stray bullets (()) soft furry matter. ((All of a)) ((ghosts)) voicing anguish ((trumped)) by trigonometry (()) ((release)) along prevailing outward winds. Iodine one hundred thirty one, six million ((Curies)) dispose and dilute idiot savants.	Speaker1	
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	62.78	68.14	Criminal ((law)) no ((toehold)) a giant sloth around our throats, get rid of image	Speaker1	
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	68.238	81.646	(()) the pleasure of writing physical topographies. At the edge of our bodies, ((incise)) on bone, the death bet of the species, my microchip ((cave)) (()) zoning ((it in)) hypertext	Speaker1	
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	81.657	92.211	precipitate out the terror of the simulacrum, the law of transgression, the only human difference, funny ((bone)) somersault. Rub it in to the (()) eyes of another lemur morning.	Speaker1	
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	93.986	95.148	Eighth lemur morning.	Speaker1	
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	95.97	99.984	(()) ((back called her,)) our lady of immediate consumption,	Speaker1	
Joris-Pierre_Complete-reading_Weds-at-four-plus_Buffalo_9-25-96	100.04	117.236	handheld ((plants, count the dead,)) the news ((knoweth)) not (()) the ((despot lord)) overhead, the helicopter ((levels,)) ((fuchsia)) your way ((in a)) (()) for a change invest the conversation, with (()) as if to avoid prosimian homilies.	Speaker1	
