file	beg	end	text	speaker	section
Sze-Arthur_Complete-Recording_UPenn_12-5-06	0.281	6.104	What caps on teal water, a few freighters zigzag down from the Black Sea	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	6.549	14.998	Sunlight flares at the edges of leaves. Heat ripples up from the noon strin- # street and from rusted car tops	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	15.433	24.678	The salt in the air stings my eyes. I lift a latch, step into a patio, bird of paradise in bloom	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	25.529	29.005	But approaching the window, I find peeled paint	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	29.396	33.443	Cobwebs. It's dingy inside. I turn	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	33.889	35.702	Wade into sleep	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	38.306	45.954	Do as you're told, scumsucker. You're the reason there are hydrogen bombs, yelled at the postal worker behind the counter	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	47.555	49.682	It ((leopards)) the body	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	50.502	55.145	Cringes at strangled anteaters and raccoons hanging in the market	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	56.054	58.077	It ((leopards)) the body	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	58.905	62.568	Wakes to pulverized starfish in his shoes	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	63.038	64.965	It ((leopards)) the body	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	65.526	72.851	Disinterred, a man and woman sealed for one thousand eight hundred fifty five years under jade plaque stitched with gold thread	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	73.849	75.811	It ((leopards)) the body	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	76.871	81.425	((Winstead)) hundreds of cicadas stridulating in the umbrella pines	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	82.172	84.126	It ((leopards)) the body	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	84.887	88.722	Place the blackbird with a red gash in the trash bin	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	89.916	91.815	It ((leopards)) the body	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	93.151	95.823	Catches lamb shank in the smoke	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	96.68	98.594	It ((leopards)) the body	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	99.206	103.099	Recovers a red tulip from inside a corkscrew dream	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	103.826	105.767	It ((leopards)) the body	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	106.32	109.012	Combust when the candlelight touch	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	109.619	111.573	It ((leopards)) the body	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	112.234	116.514	Cars clunk as they drive off the ferry at ((Chenaga Lay))	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	118.185	125.096	You walk up the steps and find a double peristyle with a deep entrance porch filled with columns	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	125.71	132.761	At the base of the columns is an octagonal set of carved dragons, mermaids and palmettes	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	133.403	134.35	You turn	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	134.808	143.397	Stride down a dark and narrow vaulted ramp that emerges with blinding light into a large hall open to the sky	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	144.18	151.252	A continuous frieze on three walls has a central acanthus flanked by griffins and lyres	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	151.636	155.254	At the far end roped off by string	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	155.716	161.004	is the foundation of an inner temple with steps that drop to a spring	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	161.716	164.678	When you walk toward the sanctum and look back	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	165.522	170.316	you see stairs to the platform of epiphanies at the rear	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	170.845	182.005	You gaze up to the top of a sixty five foot column, step up to the cord but can't get near enough to see if the spring is dry or wet	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	182.479	192.53	You hunger for insight into the precarious nature of becoming, gaze at the woman you love, ((wet)) at how passion is water from a spring	Subject	
Sze-Arthur_Complete-Recording_UPenn_12-5-06	192.873	196.33	realize that yesterday, exhausted	Subject	
