file	beg	end	text	speaker	section
Ashbery-John_Complete-Recording_St-Marks_NY	0.197	2.542	To fall at our feet like crocuses.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	3.458	5.812	All of our lives is a rebus	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	6.067	7.687	of little wooden animals	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	7.91	10.245	painted shy terrific colors,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	10.474	12.237	magnificent and horrible,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	12.579	13.611	close together.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	14.21	16.137	The message is learned the way light	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	16.376	18.885	at the edge of a beach in autumn is learned.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	19.516	21.591	The seasons are superimposed.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	22.159	24.287	In New York we have winter in August,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	24.559	27.021	as they do in Argentina and Australia.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	27.732	29.526	spring is leafy and cold,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	29.734	31.369	autumn, pale and dry.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	31.948	33.832	The # and changes build up	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	33.987	34.69	forever	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	35.269	38.742	like birds released into the light of an August sky,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	39.066	40.49	falling away forever	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	40.848	43.717	to define the handful of things we know for sure.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	44.476	46.413	Followed by musical evenings.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	48.302	49.35	Yes, friends.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	49.814	54.23	These clouds pulled along on invisible ropes are, as you have guessed,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	54.581	56.237	merely stage machinery.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	56.976	58.426	And the funny thing is	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	58.838	60.649	it knows we know about it	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	60.888	63.122	and still wants us to go on believing	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	63.386	65.832	in what it so unskillfully imitates	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	66.246	69.407	and wants to be loved, not for that, but for itself.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	69.956	72.09	The murky atmosphere of a park,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	72.522	75.285	tattered foliage, wise, old tree trunks,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	75.514	78.092	rainbow tissue paper, ((wadded)) clouds,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	78.436	81.517	down near where the perspective intersects the sunset.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	82.007	84.93	So we may know we too are somehow impossible,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	85.508	87.313	formed of so many different things.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	88.286	90.621	Too many to make sense to anybody.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	91.291	93.276	We straggle on as quotients,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	93.574	95.326	hard to combine ingredients,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	95.7	96.943	and what continues	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	97.241	100.02	does so with our participation and consent.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	101.659	104.698	Try milk of tears but it is not the same.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	105.43	107.796	The dandelions will have to know why.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	108.477	110.562	And your comic dirge routine	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	110.765	113.778	will be lost on the unfolding sheaves of the wind,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	114.064	115.037	a lucky one.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	115.546	117.325	Though it will carry you too far	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	117.635	121.246	to some manageable, cold, open shore of sorrows	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	121.422	122.914	you expected to reach	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	123.488	124.816	then leave behind.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	125.588	127.811	Thus friend, this distilled,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	128.183	130.957	dispersed musk of moving around.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	131.568	132.848	The product of leaf	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	133.183	134.855	after transparent leaf,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	135.27	137.244	of too many comings and goings,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	137.781	139.315	visitors at all hours.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	140.264	141.152	Each night	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	141.276	142.546	is trifoliate,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	142.993	144.491	strange to the touch.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	158.152	158.787	This one,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	158.989	161.445	again, appropriate to the weather {cough}.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	162.295	164.057	It's called wet casements.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	165.051	165.909	Prefaced by a	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	166.793	171.087	uh # the first sentence of Kafka's story, wedding preparations in the country.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	172.282	172.843	Which is	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	173.3	177.727	when Edward Raban, coming along the passage, walked into the open doorway,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	178.094	179.501	he saw that it was raining.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	180.08	181.594	It was not raining much.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	184.476	186.185	The conception is interesting	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	186.658	189.628	to see as though reflected in streaming window panes,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	189.767	190.826	the look of others	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	191.213	192.621	through their own eyes.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	193.224	194.266	A digest	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	194.463	196.072	of their correct impressions	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	196.398	198.653	of their self analytical attitudes	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	199.021	202.632	overlaid by your ghostly, transparent face.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	203.238	204.635	you in falbalas	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	204.842	207.733	of some distant, but not too distant, era.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	208.084	209.248	The cosmetics,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	209.707	211.464	the shoes perfectly pointed,	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	211.878	212.7	drifting.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	213.102	214.695	How long you have been drifting.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	214.906	216.949	How long I have too for that matter.	Subject	
Ashbery-John_Complete-Recording_St-Marks_NY	217.424	218.667	Like a bottle imp	Subject	
