file	beg	end	text	speaker
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	0.36	0.54	The	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	0.54	0.93	history	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	0.93	1.02	of	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	1.02	1.38	someone	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	1.38	1.47	who	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	1.47	1.77	came	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	1.77	1.92	too	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	1.92	2.28	late	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	3.24	3.33	The	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	3.33	3.69	time	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	3.69	3.78	is	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	3.78	4.14	ripe	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	4.14	4.53	now	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	4.95	5.07	and	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	5.07	5.19	the	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	5.19	5.73	adage	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	5.79	5.94	is	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	5.94	6.42	hatching	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	6.9	7.08	As	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	7.08	7.14	the	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	7.14	7.74	seasons	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	7.74	8.19	change	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	8.19	8.31	and	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	8.31	8.73	tremble	0
Ashbery-John_Complete-Recording_WBAI-Broadcast_Kush_1974	9.6	9.81	it's	0
